path,section,title,words,bytes,sha256
02-FOUNDATIONS/01-CANON/foundation/canon-002.md,02-FOUNDATIONS,CANON-002 — Truth Is Singular; Perspectives Are Plural,854,7300,9d5120b15f5b4bc0e464be296bd7f159a80bfeff8dc9a7e4ec6a35645a4a7670
02-FOUNDATIONS/01-CANON/index.md,02-FOUNDATIONS,Volume 00 — The GTOS Canon,119,1037,0fce7c1d7cd9962418001c6a382ffccd5a455ed4ab7059725ae63c804743273a
02-FOUNDATIONS/01-CANON/ontology/canon-003.md,02-FOUNDATIONS,CANON-003 — Identity Precedes Relationship,839,7144,854a63e75dde8b1eb0e97f768301538621298789d472d6f8050b6cf4ab307655
02-FOUNDATIONS/01-CANON/ontology/canon-004.md,02-FOUNDATIONS,CANON-004 — Time Is a First-Class Business Dimension,856,7221,a62682cdbf87acee225ca12b6d56ad638cc76f762e4b300fe119b0c477bb9f4d
02-FOUNDATIONS/01-CANON/ontology/canon-005.md,02-FOUNDATIONS,CANON-005 — State Is the Observable Condition of Reality,880,7283,0e0de68c782c30600b528167bb13a6ebce39c67bc5e3be4a74e3a40e1dc4b279
02-FOUNDATIONS/01-CANON/ontology/canon-006.md,02-FOUNDATIONS,CANON-006 — Relationships Are Independent Business Facts,847,7236,2cad116c06d242570e3808cba275b360a96c4a5b339617f33def09d1c62b1b2f
02-FOUNDATIONS/01-CANON/ontology/canon-007.md,02-FOUNDATIONS,CANON-007 — Events Describe State Transitions,851,7099,0cf8201166f92f3ca797b2bc0f4136f6b28948ea01bab31713cc8252a73bccb6
02-FOUNDATIONS/01-CANON/ontology/canon-008.md,02-FOUNDATIONS,CANON-008 — History Preserves Truth,841,7084,01437552bd42e25e432e41f80691eae7b4910cfea156647507e7d7b368d830d4
02-FOUNDATIONS/02-CONSTITUTION/amendment-process.md,02-FOUNDATIONS,Constitutional Amendment Process,102,773,ce4bfbb570e6dafdcb451e248a984a4199358b0c30bfcf8312d4853e1050845d
02-FOUNDATIONS/02-CONSTITUTION/article-01-supremacy-and-scope.md,02-FOUNDATIONS,Article 01 — Supremacy and Scope,154,1269,aec767387cc5020df4dcdc34a9159a092860b0131bcde3bf7440dd2f7d4867fc
02-FOUNDATIONS/02-CONSTITUTION/article-02-truth-ownership.md,02-FOUNDATIONS,Article 02 — Truth Ownership,143,1196,430b5efda442c46a8388f9a31989a1092b7af43affc11ba17bea4169196e5cee
02-FOUNDATIONS/02-CONSTITUTION/article-03-identity-and-authority.md,02-FOUNDATIONS,Article 03 — Identity and Authority,142,1196,b490b2694f0a41709bc10bae0d606ac3decdd92c05dfe5e94de0a9975be04938
02-FOUNDATIONS/02-CONSTITUTION/article-04-decision-governance.md,02-FOUNDATIONS,Article 04 — Decision Governance,146,1218,b2941328667ada9ca0bf3550003dfe9bbc7a7c3fb639ce7d8be54ac7a6e97bc4
02-FOUNDATIONS/02-CONSTITUTION/article-05-historical-integrity.md,02-FOUNDATIONS,Article 05 — Historical Integrity,141,1183,9bcd70de50ecdbffd7e73e6d5e352eaeb4bd54e01f03b4114cd9a4d0390318f3
02-FOUNDATIONS/02-CONSTITUTION/article-06-interoperability.md,02-FOUNDATIONS,Article 06 — Interoperability,144,1219,3c2a304932f01d37c161219e789dfe87b6aa9b6f5a82b522c83c2c00a3904bf3
02-FOUNDATIONS/02-CONSTITUTION/article-07-ai-accountability.md,02-FOUNDATIONS,Article 07 — AI Accountability,142,1173,666d46f5efcd6c11b6d696be56ca242aee31f2edc2a6790a829bb73292255b3f
02-FOUNDATIONS/02-CONSTITUTION/article-08-security-and-privacy.md,02-FOUNDATIONS,Article 08 — Security and Privacy,139,1184,5ac77cb5da807fd13bd49d56e509b63092d84c2e64e533695116a0276a890ffa
02-FOUNDATIONS/02-CONSTITUTION/article-09-conformance-and-exceptions.md,02-FOUNDATIONS,Article 09 — Conformance and Exceptions,141,1189,f81bf93ef9e08729cea48e1ae2e0d43c18c3330e9016490b78fd2e563b215f14
02-FOUNDATIONS/02-CONSTITUTION/article-10-evolution-and-amendment.md,02-FOUNDATIONS,Article 10 — Evolution and Amendment,136,1156,288a10e18b5135dbbc83a0983c98fb7a1fd7581b65db2cb8ee1f49fe189a9964
02-FOUNDATIONS/02-CONSTITUTION/index.md,02-FOUNDATIONS,Volume 01 — GTOS Constitution,61,528,e2e0a452cf1cad8d4225ba26a73acd4777bd3bea13b95323ab3b82cb0246fe7f
02-FOUNDATIONS/03-VISION-AND-TARGET-OPERATING-MODEL/index.md,02-FOUNDATIONS,Volume 02 — Vision,98,894,1e5284468c3ed207ec549cace2dcb659162f0675d2ece6ded8fe7130a7879c66
02-FOUNDATIONS/03-VISION-AND-TARGET-OPERATING-MODEL/principles.md,02-FOUNDATIONS,Strategic Principles,73,565,002b79ecaa6dcde9f39621a21f2a4b1a1583b985239cbb303f87fff3910c2256
02-FOUNDATIONS/03-VISION-AND-TARGET-OPERATING-MODEL/target-operating-model.md,02-FOUNDATIONS,Target Operating Model,86,742,61335c885dcf15eff1d67ba7ea8d20612e130169ce7a5d5488fd6b6f121833ae
02-FOUNDATIONS/04-BUSINESS-OPERATING-MODEL/accountability.md,02-FOUNDATIONS,Accountability and Decision Rights,56,498,76437275789e7a4d49ef5764386c711d375f5acafd36bff16a99a6167c036640
02-FOUNDATIONS/04-BUSINESS-OPERATING-MODEL/capabilities/01-party-and-identity.md,02-FOUNDATIONS,Capability 01 — Party and Identity,93,872,2f86c29ecaee17f81702e223b60b6af7d8811ce4334a4be1f7d923a464ca698b
02-FOUNDATIONS/04-BUSINESS-OPERATING-MODEL/capabilities/02-product-and-classification.md,02-FOUNDATIONS,Capability 02 — Product and Classification,92,890,9925e7135fdfaaf9884a6d20ef44927645c432c7907a1270a1b4c06dd4da50c6
02-FOUNDATIONS/04-BUSINESS-OPERATING-MODEL/capabilities/03-commercial-agreement.md,02-FOUNDATIONS,Capability 03 — Commercial Agreement,88,826,e96a85ee7a20c9b40cd9504d3eee8bef77f505b4c25e75f74ee03ef7b2a2fe3c
02-FOUNDATIONS/04-BUSINESS-OPERATING-MODEL/capabilities/04-order-and-fulfilment.md,02-FOUNDATIONS,Capability 04 — Order and Fulfilment,87,803,c1492eb45bdd94d8734b61a6de094e2a48ed7c135a7c614f506afb34e8e02c6c
02-FOUNDATIONS/04-BUSINESS-OPERATING-MODEL/capabilities/05-shipment-and-transport.md,02-FOUNDATIONS,Capability 05 — Shipment and Transport,89,818,04fbbf1d69f0f017b8ab01406c5cf93c50bd888a4ce7605de4818cc392a783d4
02-FOUNDATIONS/04-BUSINESS-OPERATING-MODEL/capabilities/06-trade-documentation.md,02-FOUNDATIONS,Capability 06 — Trade Documentation,86,799,7cbe3769f4f94d449fe276ee3b8b96454de1a7edd7a970e40fdbc6a415d7f5d4
02-FOUNDATIONS/04-BUSINESS-OPERATING-MODEL/capabilities/07-compliance-and-customs.md,02-FOUNDATIONS,Capability 07 — Compliance and Customs,86,816,8e7eeacb0eadf02e2eaba884844781296248fedf5bdc0aaca95fd2f4e8c80616
02-FOUNDATIONS/04-BUSINESS-OPERATING-MODEL/capabilities/08-finance-and-insurance.md,02-FOUNDATIONS,Capability 08 — Finance and Insurance,88,809,1c84b634281172bae24d5438700b161245aa65ac2f2e3d613cdd495d297136cc
02-FOUNDATIONS/04-BUSINESS-OPERATING-MODEL/capabilities/09-risk-and-exception.md,02-FOUNDATIONS,Capability 09 — Risk and Exception,89,797,bb07114cf3611c658f8a78430a2b522df779bcb72ebdbb67e1dfd638b89c55d0
02-FOUNDATIONS/04-BUSINESS-OPERATING-MODEL/capabilities/10-decision-intelligence.md,02-FOUNDATIONS,Capability 10 — Decision Intelligence,85,802,bc2634ad70a11b53f2c74ab29e3a116aaca2a62afcb79f1b7b141a4044ccb097
02-FOUNDATIONS/04-BUSINESS-OPERATING-MODEL/capabilities/11-audit-and-evidence.md,02-FOUNDATIONS,Capability 11 — Audit and Evidence,88,810,c774d91708392fcea960464a56b6f4c3f032fd94f78d1d44a2576dd29ed79281
02-FOUNDATIONS/04-BUSINESS-OPERATING-MODEL/index.md,02-FOUNDATIONS,Volume 03 — Business Architecture,51,445,34786fd3f65fb40d40494f3f1788d698fbbdd19ee3913d6c32fd88f8e99f7af7
02-FOUNDATIONS/04-BUSINESS-OPERATING-MODEL/value-streams.md,02-FOUNDATIONS,Value Streams,64,728,d892faef9e67357121f492590bcc8a15d0a491452783ed2280899e7017ccb241
02-FOUNDATIONS/05-EXECUTIVE-REFERENCE/business-case.md,02-FOUNDATIONS,Business Case and Value Model,267,2253,1467988b988a40946960ceed2f78e11cf4a726a511290fba7e2eb24d280d755a
02-FOUNDATIONS/05-EXECUTIVE-REFERENCE/index.md,02-FOUNDATIONS,Executive Architecture Brief,193,1612,5286285230ec450b2c6812a4ee3ca2aa7266864dda351492bc958ecea5e39bf4
02-FOUNDATIONS/05-EXECUTIVE-REFERENCE/risk-register.md,02-FOUNDATIONS,Executive Risk Register,181,1510,a7dd82f6292fbc88654e9591d1da9311a867903e45d22dab8fbd2eb6eddcd2f0
02-FOUNDATIONS/06-GLOSSARY/index.md,02-FOUNDATIONS,Glossary,241,1924,442108c8e93da8b95839a7bb2a9a3629e8730af63a186069d823068bcdad01d0
03-DETAILED-VOLUMES/FINAL-HANDBOOK-COMPLETION-AND-REVIEW-PROTOCOL.md,03-DETAILED-VOLUMES,Final Handbook Completion and Review Protocol,1993,18519,8d5ed05254ca79437e0bc68630f64dd4a5834ac0041255fecf586cf4256b73b3
03-DETAILED-VOLUMES/FINAL-TRACEABILITY-CHAIN.md,03-DETAILED-VOLUMES,Final Normative and Implementation Traceability Chain,1997,18527,ad8b3ee1e0616fa3e282ea0de88b7b5d337fc187b954326437d6494c1ca0c90a
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/00-REPOSITORY-EVIDENCE-ATLAS-INTRODUCTION.md,03-DETAILED-VOLUMES,Repository Evidence Atlas Introduction,1984,18645,542f0b4d175c1d994ffe5ea3f09529ba6687573f4c8ab53cd5d8bfc5f4618975
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/01-MONOREPO-TOPOLOGY-AND-ROOT-INVENTORY.md,03-DETAILED-VOLUMES,Monorepo Topology and Root Inventory,1982,18410,b8d93d8b426009173890ca479cdd9d7ab9e60417a5436b36c71ff1169dc70b45
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/02-FRONTEND-APPLICATION-REGISTRY.md,03-DETAILED-VOLUMES,Frontend Application Registry,1982,18802,bbacbfc57c9ca77a5ac4886a0d5538ac188dc9055cf046d34d5c74978519a61d
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/03-BACKEND-GRADLE-MODULE-REGISTRY.md,03-DETAILED-VOLUMES,Backend Gradle Module Registry,1982,18524,201204d66501b568c61d613465c6343c13a989ed75a837ed80769b3e87d80f44
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/04-SHARED-PACKAGE-AND-LIBRARY-REGISTRY.md,03-DETAILED-VOLUMES,Shared Package and Library Registry,1986,18541,5cbf6159551f3072c2ea4c780ec3dbff4eb2d8e01bc597b77900f0286e8b8b39
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/05-SERVICE-RUNTIME-AND-PORT-REGISTRY.md,03-DETAILED-VOLUMES,Service Runtime and Port Registry,1981,18565,83cc920d1b8205b33613f36401ce687a86148e542af78a0e5a9c34fba8fdcb8f
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/06-DATABASE-SCHEMA-AND-MIGRATION-REGISTRY.md,03-DETAILED-VOLUMES,"Database, Schema, and Migration Registry",1985,18331,2782f193c65a55a5ba9f0b29b5a3df8037052b5bfac7ab824cb51e7f62695385
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/07-API-AND-ROUTE-EVIDENCE-REGISTRY.md,03-DETAILED-VOLUMES,API and Route Evidence Registry,1983,18197,42c2fe3c747799ae18f426b24d32bbebef58636a3946c8fb3875b6c704f0dc04
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/08-EVENT-TOPIC-AND-CONSUMER-REGISTRY.md,03-DETAILED-VOLUMES,"Event, Topic, and Consumer Registry",1980,18150,06b3712b849b540a2a0361cefdbadf887349b7c0fff5dcf5feea33d12e6c6e23
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/09-WORKFLOW-AND-SCHEDULED-JOB-REGISTRY.md,03-DETAILED-VOLUMES,Workflow and Scheduled-Job Registry,1980,18290,44aa02a7a7ad5f27af49e6f1d264fba6932703e1a2a005978d8d020eb31161f8
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/10-DEPLOYMENT-AND-INFRASTRUCTURE-REGISTRY.md,03-DETAILED-VOLUMES,Deployment and Infrastructure Registry,1980,18420,d428b29e7bc82f38549479756dfda556254fcc51a6fe3e57517c9a2da227f9b5
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/11-AI-MODULE-AND-AGENT-REGISTRY.md,03-DETAILED-VOLUMES,AI Module and Agent Registry,1985,18321,4d28ca1431579b9b40051adda8065d238168d3b30907aaf84c47fdc54055e8d9
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/12-PORTAL-ROUTE-AND-PAGE-REGISTRY.md,03-DETAILED-VOLUMES,Portal Route and Page Registry,1983,18436,7332a57c3b87d72b8364e9d941fe35e29ef3910d492d223d99310053cf28ed86
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/13-TEST-AND-CONFORMANCE-EVIDENCE-REGISTRY.md,03-DETAILED-VOLUMES,Test and Conformance Evidence Registry,1981,18490,3d600171aeaa858480410e43b4c5a681a629be6699cd9738f7fc60e35911858e
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/14-OBSERVABILITY-AND-OPERATIONAL-EVIDENCE-REGISTRY.md,03-DETAILED-VOLUMES,Observability and Operational Evidence Registry,1980,18782,421ce12b2e310ade13c6438c42c106b39fe6fdee03d124b3770fcfaa75c8a893
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/15-LEGACY-COMPATIBILITY-AND-RETIREMENT-REGISTRY.md,03-DETAILED-VOLUMES,"Legacy, Compatibility, and Retirement Registry",1982,18241,64b2c2f8f06f64b01529f28303391769579f4246d17002089ebd9067945372e3
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/16-CONTRADICTION-AND-RECONCILIATION-REGISTER.md,03-DETAILED-VOLUMES,Contradiction and Reconciliation Register,1982,18534,5f4f7311a60950a32c4f7be531dee32c9b90c44b5346e6b8d1777515065b5bf3
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/17-REPOSITORY-EVIDENCE-CLASSIFICATION-STANDARD.md,03-DETAILED-VOLUMES,Repository Evidence Classification Standard,1981,18578,8777d862495e9b4c7a5845fb6f3146d314cc5b968e7c18d90881611053d3ffd6
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/18-COMPONENT-OWNERSHIP-AND-RACI-MATRIX.md,03-DETAILED-VOLUMES,Component Ownership and RACI Matrix,1982,18677,f64c128cd4a84341355ce476ab3fa1140557a51f664efc8ea39e97163d5b52b1
03-DETAILED-VOLUMES/volume--02-repository-evidence-atlas/19-REPOSITORY-SOURCE-INDEX-AND-TRACEABILITY.md,03-DETAILED-VOLUMES,Repository Source Index and Traceability,1986,18579,ff479129f7dde62323fdae80df24730bb71fecabe6a4b586d66d16f0ff46381d
03-DETAILED-VOLUMES/volume-03-end-to-end-global-trade-lifecycle/10-PUBLICATION-10-CANONICAL-STAGE-09-PROFORMA-INVOICE-LIFECYCLE.md,03-DETAILED-VOLUMES,Publication Chapter 10 — Proforma Invoice Lifecycle,2988,26513,77130b9e4b3d6e5efedaa755aa1a7565a8da2179478b63fd608b67058a66d8c6
03-DETAILED-VOLUMES/volume-03-end-to-end-global-trade-lifecycle/11-PUBLICATION-11-CANONICAL-STAGE-10-PAYMENT-AND-RISK-APPROVAL.md,03-DETAILED-VOLUMES,Publication Chapter 11 — Payment and Risk Approval,2960,26334,8f2c02948a9d33be06d78c13ddaceada8f290749c90f489a5a6fe3f32087a8a4
03-DETAILED-VOLUMES/volume-03-end-to-end-global-trade-lifecycle/12-PUBLICATION-12-CANONICAL-STAGE-11-PURCHASE-ORDER-CREATION-AND-ACKNOWLEDGEMENT.md,03-DETAILED-VOLUMES,Publication Chapter 12 — Purchase Order Creation and Acknowledgement,2943,26257,fecb7cc272c4602fecaebae47c02586f07a1689e015ccb2da27ddf27d2c32c51
03-DETAILED-VOLUMES/volume-03-end-to-end-global-trade-lifecycle/13-PUBLICATION-13-CANONICAL-STAGE-12-PRODUCTION-PLANNING-AND-CAPACITY-COMMITMENT.md,03-DETAILED-VOLUMES,Publication Chapter 13 — Production Planning and Capacity Commitment,2918,26058,a78dc020e3a6f73c5fc9fe1c5d7d7bec4872ebc208e6688566ce8b11184eb079
03-DETAILED-VOLUMES/volume-03-end-to-end-global-trade-lifecycle/14-PUBLICATION-14-CANONICAL-STAGE-13-PRODUCTION-EXECUTION-AND-MILESTONE-OBSERVATION.md,03-DETAILED-VOLUMES,Publication Chapter 14 — Production Execution and Milestone Observation,2880,25645,41ef62ab017f5cd2287b7130384b884620bc712766bdf220214363abe847bba8
03-DETAILED-VOLUMES/volume-03-end-to-end-global-trade-lifecycle/15-PUBLICATION-15-CANONICAL-STAGE-14-QUALITY-INSPECTION-NONCONFORMANCE-AND-RELEASE.md,03-DETAILED-VOLUMES,"Publication Chapter 15 — Quality Inspection, Nonconformance, and Release",2968,26414,9212b93272d31388902cbf6b73260beb5f0c988ae0238eee863bdf0f02314284
03-DETAILED-VOLUMES/volume-03-end-to-end-global-trade-lifecycle/16-PUBLICATION-16-CANONICAL-STAGE-15-PACKING-LIST-AND-COMMERCIAL-INVOICE.md,03-DETAILED-VOLUMES,Publication Chapter 16 — Packing List and Commercial Invoice,2858,25273,dfb902d4794d0b7cefb7d19d1cd44fa652c73611302c2dbfd99953e4489fc25a
03-DETAILED-VOLUMES/volume-03-end-to-end-global-trade-lifecycle/17-PUBLICATION-17-CANONICAL-STAGE-16-EXPORT-CUSTOMS-AND-LEGAL-RELEASE.md,03-DETAILED-VOLUMES,Publication Chapter 17 — Export Customs and Legal Release,2923,26044,60c5bded99dc34af1e48a8352f84aec763406c761075a5101f71c485cbbf7a62
03-DETAILED-VOLUMES/volume-03-end-to-end-global-trade-lifecycle/18-PUBLICATION-18-CANONICAL-STAGE-17-TRANSPORT-PLANNING-BOOKING-AND-CAPACITY.md,03-DETAILED-VOLUMES,"Publication Chapter 18 — Transport Planning, Booking, and Capacity",2889,25815,f84bd547ca93cddab2f5196e43dbc2b4546c60b9a637835ee72dd5f7090f8538
03-DETAILED-VOLUMES/volume-03-end-to-end-global-trade-lifecycle/19-PUBLICATION-19-CANONICAL-STAGE-18-PICKUP-CUSTODY-AND-HANDOVER.md,03-DETAILED-VOLUMES,"Publication Chapter 19 — Pickup, Custody Transfer, and Handover",2890,25427,b1e726918d10115be7f6daf7901fca0fe9a0e805ebfad06b3e90534104df7eea
03-DETAILED-VOLUMES/volume-03-end-to-end-global-trade-lifecycle/20-PUBLICATION-20-CANONICAL-STAGE-19-INTERNATIONAL-TRANSPORT-TRACKING-AND-EXCEPTIONS.md,03-DETAILED-VOLUMES,"Publication Chapter 20 — International Transport, Tracking, and Exceptions",2943,26204,3fb62db5b22eaf8572af08ca8535feb6c66cee30517b6f04565e45882b70e19f
03-DETAILED-VOLUMES/volume-03-end-to-end-global-trade-lifecycle/21-PUBLICATION-21-CANONICAL-STAGE-20-IMPORT-CUSTOMS-DUTIES-AND-LEGAL-RELEASE.md,03-DETAILED-VOLUMES,"Publication Chapter 21 — Import Customs, Duties, and Legal Release",2916,26020,4db729731b6dc53d98e474d14da4e9618082b09cadae0da87e94f95b243b618c
03-DETAILED-VOLUMES/volume-03-end-to-end-global-trade-lifecycle/22-PUBLICATION-22-CANONICAL-STAGE-21-DELIVERY-AND-WAREHOUSE-RECEIVING.md,03-DETAILED-VOLUMES,Publication Chapter 22 — Delivery and Warehouse Receiving,2913,25870,b853e416d4f251444acf139fdcc0faf24ed87f95305ae6afdf17745d4d95eea6
03-DETAILED-VOLUMES/volume-03-end-to-end-global-trade-lifecycle/23-PUBLICATION-23-CANONICAL-STAGE-22-INVENTORY-SYNCHRONIZATION-RESERVATION-AND-AVAILABILITY.md,03-DETAILED-VOLUMES,"Publication Chapter 23 — Inventory Synchronization, Reservation, and Availability",2910,25964,ebdcafb5fad0d5e1e451884f4df07a37bf409f278f5dbce74bd53b6f66c2166f
